user_id,parent_asin,rating,timestamp,history,pcf,main_category
AFDMZ4TRX3HXQQUGWAHJQTIF65BQ,B01HU3BJSG,5.0,1618686499135,B07JXX39JT B0B9GRWZHM B07MY11VF1 B007TJ5X8E B001NCDE84 B00363V3LI B07ZJF6DM6 B079MQL5S2 B0B8SWT79R B00NTYIKYC B0095PZHYU B0143RD3OK B0C6KPYVNZ B083BQ1VBJ B07581DFCS,10.0,Amazon Home
AFEJKJ56OD6H2XH55DGHJI2526MA,B000SJNI6G,5.0,1438366779000,B000G68GP4 B07VJX3Y9W,187.161,Sports & Outdoors
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B00AA4I422,3.0,1438742554000,B00165S9VU B000Y5EKMU B004NNTWAO B00SGPCZJU B00261FLM8 B0089N6482 B00NHO7DTC,15.0,Sports & Outdoors
AHPFHP43AXWRYZZ4HPNCW7I7J3ZQ,B00LQF9FTU,5.0,1441019454000,B09K4NFP9L B000RYBGGG B0BFXSG8QS B082BBB12Z B005XBJJNU B07FZVRYY8 B007ZWIJR2 B006MHIBA6 B0BYJXNQ39 B00EDIGBGW B01J4A3D8C B00VOCL6P6,410.0,Sports & Outdoors
AEICZD35OTDYVWA2KPYWN4PDZ2SA,B00ENXJ128,4.0,1394139769000,B0047YO5L0 B00GN85A3A B003DX9AUW B0015UX2EK B0007IS6ZG B07H5R3HN4 B0036QXU48 B01N0ODLT0 B0007ZO5TU,1.5,Sports & Outdoors
AEICZD35OTDYVWA2KPYWN4PDZ2SA,B015SNL8PO,5.0,1453669318000,B0047YO5L0 B00GN85A3A B003DX9AUW B0015UX2EK B0007IS6ZG B07H5R3HN4 B0036QXU48 B01N0ODLT0 B0007ZO5TU B00ENXJ128 B007WHCT5S B00MBEVKNO B08411BX4Z,0.01,AMAZON FASHION
AHHGAIL5PUYD366K4B2YAOIEQ6MQ,B00XKY3MAI,5.0,1566530553545,B01F1GYZ6M B07GXZNPV4 B07MLB16KQ,10000.0,Sports & Outdoors
AGWSEISP3NKF47Q2CG45DBOYURYA,B07G1QWBP2,4.0,1541910832633,B006ZT7RHY B0CF5457S3 B0112VE4NO B0741JGHB5 B0793M7S1W,100.0,Amazon Home
AEULQGRRIYAEMQL4QJIABL6JCHQQ,B016L2C1UM,5.0,1501900384412,B016F1V7EK,0.5,Sports & Outdoors
AHEXYBTBZX4UQB7R46QRACLUEGJQ,B0100VJ0ZY,4.0,1452576592000,,1.2,AMAZON FASHION
AHT24MMCKVNZ7RGZ46LFEWBUPOFA,B004E1CPLS,5.0,1438957281000,B08F6NWP14 B00DR7MUQ0,1.0,Sports & Outdoors
AH2U5PEO5K7PAMZQKFWSX3R23ZIA,B001GWYACK,5.0,1388343322000,,10000.0,Sports & Outdoors
AGQXWQL42ONKPE4ADQF565EJSV2Q,B00G8OKBWY,5.0,1542293821782,B072S9L5VC B000V81XN4,10.0,Sports & Outdoors
AGQFGXUGFSZHNRQGP7J24RVSLZSA,B002V14FCK,5.0,1385329902000,B07QKG71JR B00CEW2JHE,1200.0,Sports & Outdoors
AGUO64P7C4QQ3NVBLJAHCGLLUCQA,B00KHSN08Y,5.0,1508600623811,B003EET3XY B000OTIPDQ B07CP55NGX B002YKLP8U,50.0,Automotive
AFEUJGH6HN52IP6H7ZD26KYZGEWQ,B000BR11LO,5.0,1357312912000,,50.0,Sports & Outdoors
AGVQJFWTGNXNOKM6BOGYN7RB3OPA,B004VZKL1I,5.0,1413929130000,,12.0,Sports & Outdoors
AEIY2WXJWZJSCUMR7S4F3AALGPEQ,B005XOBAJS,5.0,1516114540809,B007U6D74S B00B4KKSXY,1200.0,Sports & Outdoors
AE2ODQD5CBSZKNZLJCDKZFYKOTEQ,B0141VOX24,5.0,1558995869140,B001GSOO0M B00065BXU0,33.31,Automotive
AG2YZAV4ZFEDPO3RTCLL57DOIHNA,B00F1IW2IE,5.0,1446981582000,B00BUA2DIQ,0.018,Sports & Outdoors
AFABDHAX4UX5QYXIFBZEQRL6P4VQ,B001ZEV5EA,4.0,1425287187000,B003QU74NC B0C7DMJYG3 B0C43QVB1Q,200.0,Sports & Outdoors
AG5G4JJOBDKQSOQSMBRVR6MJ3VGA,B012FC7C92,5.0,1442505604000,B07FP25NH9,100.0,Sports & Outdoors
AHSWBB6FZBEA7W7PMSO4L5SC7ERQ,B003OAWX7Q,5.0,1549674677276,B007VSX1SM B06X9PNTMJ B007CXZ1IE B00KUCK5LW B000816KNC B01B3Y5ALA B003B3N5YG B00JJL5NJO B07DKBWLJ4 B0C6V58M9C B07B4KSNKR B000EYWEN8 B00AU5W0VW B0C7KD9Z3Z B003CUKP2S,10.0,Sports & Outdoors
AH4FT75HQYRS36JB6KL2JJNWSP2Q,B00MOX0WY0,5.0,1448160773000,,12.0,Sports & Outdoors
AEBYEWLSJLC7OEDDSRZEQWY5WAZA,B0043FLBQU,5.0,1425929037000,B00N49RAXO B000069K78,10.0,Sports & Outdoors
AFGUTWTILIDYPXRXJJLMRKFHBENA,B0039QOROW,5.0,1487452020000,B01GSW9UYU B01GSWB1O2 B08JGLYR2Q B01GSWAOWM B0084FTR3O B01GSWBHVO,1200.0,Grocery
AGJO2OS2ZIRSD24IAOOXTAV57HTQ,B002KHN9RC,4.0,1468369269000,B0110VKOE4,15.5,Sports & Outdoors
AGBASAO3TQP23KITAN2ZT6QYT4SQ,B00LEBNIGW,5.0,1493003126000,,7.9,Sports & Outdoors
AFGWUUOIVYEBY6N2EBLZGZZQEFWQ,B00339C3G4,5.0,1503105314955,B07C2PWCWL B000Q89MG4 B09RHVGFCL B00MDLDXEY,76.0,Sports & Outdoors
AFSLJXRMFXVP3IR4ZIXQERRZO3XA,B000NZIOSM,5.0,1455765991000,B003X54J4M B07B3CRNN6,80.0,Sports & Outdoors
AFUSWNVA72MMWHGYWJ652SYX2JJQ,B000JMLUC6,4.0,1585011882189,B0B3DYPPN2 B07ZJ6YFSP B08GPR9N86 B00XWAP2W6 B0862YMCDX B0C4CFW5LV B0752WSWG8 B077YC1FS2 B077Y583VP B07F7LGQM3 B07GKQX954 B0919TVT33 B07HRNLKNW B07KGS2NWR B07KQ1MGP5 B0CC6LGRYL B07QNSPNND,1600.0,Sports & Outdoors
AFRZT4CA3LWX5ITFOWONN2KPKCFA,B018C5DAOM,5.0,1465046103000,B000NPWVPE,1600.0,Amazon Home
AE2WMFLNQAV4U5O5XL7AU7LYSL3Q,B000ASDXP6,4.0,1465908190000,B00F3ED7A8 B0B35ZF8XC B00IWHU09E B000GTMH2O B000VWXXNI B01BXMX104,20.0,Sports & Outdoors
AGDR3CBX2GWY3JKGDLMUERVFWPTQ,B00JHHU796,5.0,1456142741000,B0C69M82SC B00FUHDRBW B07Z8SC682 B004KZS5GW B07J1SFXYM B006PAPS6U B07T38QCB1 B0BSL7BBRY B001AI69LK,120.0,Sports & Outdoors
AH5ZV3CIP4XOMHK45KM4DS2H3ZIQ,B0019X3ZWW,4.0,1391398179000,B000C14N4Q B001ACY882 B001GSSNIG B07CRM8BSR B001NOEF5I B08ZYV3GTQ B000C12DV6 B00AOF51FK B001TR7QZA,25.0,Sports & Outdoors
AH5ZV3CIP4XOMHK45KM4DS2H3ZIQ,B001T7K7L0,5.0,1453404278000,B000C14N4Q B001ACY882 B001GSSNIG B07CRM8BSR B001NOEF5I B08ZYV3GTQ B000C12DV6 B00AOF51FK B001TR7QZA B0019X3ZWW B00K67XZ7C B07K2KV71Y B0BL6SZ6JD,100.0,AMAZON FASHION
AE6TGLIT6A4PW6JXKALF4SKJPX2Q,B004WUNHFE,5.0,1505369493282,B00ASP9VW0 B001N1DPDE B01GSWCM4A B08JGLYR2Q B0BR376PCR,2.15,Sports & Outdoors
AEU47A5R7NFWXCQLJMZA34AM63EA,B00G4V2Z66,5.0,1512392603268,B0029VOR0M B09TL47JSW B0999QRHHF B01N3KLLQV B00CJFOAZK B074M68X5H B08HK6S5GC B0167IYLJY B0BH7JYG7Q,1200.0,Sports & Outdoors
AF57ANFOM7CC3AXSFNHH4HGXCTFQ,B07FQ12FZG,5.0,1576615010422,B07BBKHF29 B09CWTS1ZJ B01DSZLSPO B00S0QDD8C B019DW6GDU B0BVRTKPZC B09NHD3JD8 B01L6U8WSE B00507S5V4 B09MJKJYLQ B00K6ZURAW B07FTKSK77 B08NVS2DXY,10.0,
AFS5TQHRDNYDFD7ONWOVFWTCGAKQ,B073J1YB88,5.0,1581769821389,B085FR44RX B000ENSTCO B017P6SJ7C B07CKV3XN5 B0013W6EJU B00YWAHXRM B0022IQ6UQ B0169YSZSY B0BZR5NGB8 B001P061M0 B015PGAJK4 B07G9QNBMC B00YVGNF06 B07BNM7JFV B07CNPQNP2 B01MPYJ9EO B0794GDVCK B07KC3H99Y B0B6ZWBV5X B08NTYQY9V B0BSMWN4Q5 B0BW5Z24LR B09HZN121L,1200.0,Amazon Home
AGZMKHWSCB3UXDGFUPFRZSL4EAWQ,B01DCHQAB0,5.0,1487014203000,B07GBZV32W B00WQ4KCUG,25.0,AMAZON FASHION
AGVXN42IKSKKBNVFGKCMKIZEBNSQ,B000Y1CBNO,5.0,1479843116000,B00NWRXS52 B00V39Q1K0 B017LTPSWC B0134X749E B01E1NP6O6 B00N4OK9WI B00V57KHZU B01G34LLCC B09YSNSLNQ B06XB5VDD2,26.0,Sports & Outdoors
AGZZXSMMS4WRHHJRBUJZI4FZDHKQ,B078GV8TW2,5.0,1476187247000,B008QK3R2O B007WQKUBY B00EW0V2EC B0958WY38Y B00IH19X48 B0C2145TT8 B00KHXSST0 B0C4J251D7 B00NPZ7G4U B00UOYN7J8 B00X9ESP38 B00WT3BHXU B00TBHXC4E B00RX9VH80 B00RX9VWVC B0B5DRKQBC B013LPS7LO B00TZHV2KG B09RBKGMS3 B09T9LSJGC B017VP5MAO B012IZRLIS B01BEU86QY B00V57KHW8 B01DZP7H9S B01DGDWC1C B000BDCFSQ B01MTB664Z B017DUZLK8 B091G7ZFV3 B09MJZWQQX B00ULAFQDA B0136Q3K3S B07S2H87LV B01I5ZIBXO B01JK9O4NA,100.0,Sports & Outdoors
AGZZXSMMS4WRHHJRBUJZI4FZDHKQ,B01DGD64J8,5.0,1480608518000,B008QK3R2O B007WQKUBY B00EW0V2EC B0958WY38Y B00IH19X48 B0C2145TT8 B00KHXSST0 B0C4J251D7 B00NPZ7G4U B00UOYN7J8 B00X9ESP38 B00WT3BHXU B00TBHXC4E B00RX9VH80 B00RX9VWVC B0B5DRKQBC B013LPS7LO B00TZHV2KG B09RBKGMS3 B09T9LSJGC B017VP5MAO B012IZRLIS B01BEU86QY B00V57KHW8 B01DZP7H9S B01DGDWC1C B000BDCFSQ B01MTB664Z B017DUZLK8 B091G7ZFV3 B09MJZWQQX B00ULAFQDA B0136Q3K3S B07S2H87LV B01I5ZIBXO B01JK9O4NA B078GV8TW2 B01BJHAF0M B01DZP7JAK B00X9ET4Y2 B01D0EJBIE B00WL6LCSK B014AFS3H2 B01ICBQLV0 B01KBYCPES,160.0,Sports & Outdoors
AGZZXSMMS4WRHHJRBUJZI4FZDHKQ,B002HJ68G2,5.0,1563377734425,B008QK3R2O B007WQKUBY B00EW0V2EC B0958WY38Y B00IH19X48 B0C2145TT8 B00KHXSST0 B0C4J251D7 B00NPZ7G4U B00UOYN7J8 B00X9ESP38 B00WT3BHXU B00TBHXC4E B00RX9VH80 B00RX9VWVC B0B5DRKQBC B013LPS7LO B00TZHV2KG B09RBKGMS3 B09T9LSJGC B017VP5MAO B012IZRLIS B01BEU86QY B00V57KHW8 B01DZP7H9S B01DGDWC1C B000BDCFSQ B01MTB664Z B017DUZLK8 B091G7ZFV3 B09MJZWQQX B00ULAFQDA B0136Q3K3S B07S2H87LV B01I5ZIBXO B01JK9O4NA B078GV8TW2 B01BJHAF0M B01DZP7JAK B00X9ET4Y2 B01D0EJBIE B00WL6LCSK B014AFS3H2 B01ICBQLV0 B01KBYCPES B01DGD64J8 B07ZGHDJQS B01BSYY0M0 B01BSYXP7Q B09L8F43CC B078KF7ZVQ B074QYJTF5 B091PQKCLJ B077P17P2N B074WJDZYK B0BZC7Z3SP B001DDPVGG B0007ZF67A B0B1HNTZCQ B079MP72Q1 B0833PNKT8 B00PHEP79S B0713T5XSB B074Q1VBVD B075W2WK9G B078L9BVV3 B092Y9TL8R B079FWYNKP B07FFSDWBP B07H84LBNP B079X6J288 B07H8X7Y7J B072WGLBDN B08CJ6JK68 B08465YM9L B07ZPM2M4C B0BS9DDF7J B07NZQ5RQZ B013E8IDPS B07CZ5NMFC B003N5EP8W B07S9H6QL2 B07C9HH1SL B0B9GF38BQ B01EY70NBK B07ZPQGCFY B08WQWVHXY B075Y19DLZ B07GDJ22VF B07FPMXNPN B08HPDZPSC B01E7EIXGC B075DRX5JF B07HMWKTWR B07J4YSBSR B07CH5S7M5 B07HZ9FN5R B07HJCRTN8 B07K76TL8R B07VMR6LMP B07JKKHCQG B07KS25L3M B08P76SYZT B07HJX8FZX B09HLD4G7K B08HPCM74M B07MV527KR B08SDRKTWC B06ZYDZYGX B0088X8UMG B096D6RRH2 B07KS1XMYR B07GZ9ZMG7 B09Q3YJW2P B07CVVNVR4 B07MYXZBRX B071R8RYLN B09TSCLKGJ B0B3TVTC81 B08NWXQZ37 B08NWHMQFV B07VZSJM18 B07PKL6XBK B0BQLK625M B00FPQQMF6 B01GI62OGM B079CBP8P5 B09ZSWZTPT B06XGQDDM9 B07BZC26B6 B08GBR276F B07BBQFCLY B079TBYPL1 B07HSD87LH B07DYNJP98 B0BQQ43YX7 B09XVPFHNJ B0C5V4DKK2 B07HJNZPTM B07CWK1DWC,5.0,AMAZON FASHION
AGZZXSMMS4WRHHJRBUJZI4FZDHKQ,B00IUNZJQO,5.0,1574110375024,B008QK3R2O B007WQKUBY B00EW0V2EC B0958WY38Y B00IH19X48 B0C2145TT8 B00KHXSST0 B0C4J251D7 B00NPZ7G4U B00UOYN7J8 B00X9ESP38 B00WT3BHXU B00TBHXC4E B00RX9VH80 B00RX9VWVC B0B5DRKQBC B013LPS7LO B00TZHV2KG B09RBKGMS3 B09T9LSJGC B017VP5MAO B012IZRLIS B01BEU86QY B00V57KHW8 B01DZP7H9S B01DGDWC1C B000BDCFSQ B01MTB664Z B017DUZLK8 B091G7ZFV3 B09MJZWQQX B00ULAFQDA B0136Q3K3S B07S2H87LV B01I5ZIBXO B01JK9O4NA B078GV8TW2 B01BJHAF0M B01DZP7JAK B00X9ET4Y2 B01D0EJBIE B00WL6LCSK B014AFS3H2 B01ICBQLV0 B01KBYCPES B01DGD64J8 B07ZGHDJQS B01BSYY0M0 B01BSYXP7Q B09L8F43CC B078KF7ZVQ B074QYJTF5 B091PQKCLJ B077P17P2N B074WJDZYK B0BZC7Z3SP B001DDPVGG B0007ZF67A B0B1HNTZCQ B079MP72Q1 B0833PNKT8 B00PHEP79S B0713T5XSB B074Q1VBVD B075W2WK9G B078L9BVV3 B092Y9TL8R B079FWYNKP B07FFSDWBP B07H84LBNP B079X6J288 B07H8X7Y7J B072WGLBDN B08CJ6JK68 B08465YM9L B07ZPM2M4C B0BS9DDF7J B07NZQ5RQZ B013E8IDPS B07CZ5NMFC B003N5EP8W B07S9H6QL2 B07C9HH1SL B0B9GF38BQ B01EY70NBK B07ZPQGCFY B08WQWVHXY B075Y19DLZ B07GDJ22VF B07FPMXNPN B08HPDZPSC B01E7EIXGC B075DRX5JF B07HMWKTWR B07J4YSBSR B07CH5S7M5 B07HZ9FN5R B07HJCRTN8 B07K76TL8R B07VMR6LMP B07JKKHCQG B07KS25L3M B08P76SYZT B07HJX8FZX B09HLD4G7K B08HPCM74M B07MV527KR B08SDRKTWC B06ZYDZYGX B0088X8UMG B096D6RRH2 B07KS1XMYR B07GZ9ZMG7 B09Q3YJW2P B07CVVNVR4 B07MYXZBRX B071R8RYLN B09TSCLKGJ B0B3TVTC81 B08NWXQZ37 B08NWHMQFV B07VZSJM18 B07PKL6XBK B0BQLK625M B00FPQQMF6 B01GI62OGM B079CBP8P5 B09ZSWZTPT B06XGQDDM9 B07BZC26B6 B08GBR276F B07BBQFCLY B079TBYPL1 B07HSD87LH B07DYNJP98 B0BQQ43YX7 B09XVPFHNJ B0C5V4DKK2 B07HJNZPTM B07CWK1DWC B002HJ68G2 B07Z4D99P7 B07N3ZYKYP B09KXQ3VYW,300.0,Sports & Outdoors
AFXMJCVLRCGRAEC7P37FZHEB24UQ,B01EH3O7LS,4.0,1462567839000,B0093H1XQQ B00FGKGKCG B00RXB758E B017OI42JA B01BHCGTZ4,120.0,
AFXMJCVLRCGRAEC7P37FZHEB24UQ,B01HGNROIE,4.0,1477945444000,B0093H1XQQ B00FGKGKCG B00RXB758E B017OI42JA B01BHCGTZ4 B01EH3O7LS B019SIFVRG,55.67,Tools & Home Improvement
AHGZX4XSJUP5YNAEKCZOXX3FRKNQ,B00J955G2E,5.0,1457007594000,B01B258XH8 B01M4IGQ2I B07FNZWHV7,20.0,Sports & Outdoors
AGDSEYGSA5K664EUHWKV3ARDXO2Q,B009UUIMSI,5.0,1629071970325,B0016BNDXI B07W71M2PQ B07H26DGTD B094HMX1RL B00SC3Z8PY B0887HPNV9 B09787TLQV B0BZZXB89Q B07L3X2CFS B07D61KFFX B075WPL55N B07BBQFCLY B07H843VM4 B0BVRZJ2WM B07RBC4M2D B07R48444C B07P7TW49J B07VPXJHYP B07QWCKSB8 B07KZMYJCJ B0B1QTZ43R B07X1XKV8X B07X1XRC2X B07W62HK9M B07WDY6DQ2 B0BG78NN3R B0BJTWXX6M B07P7THPTQ B07RGVHYD4 B081B6DQSM B083BD6N7Z B083JMV4F6 B0BS2BLCV6 B08RS8H91J B09GXCKM5B B0932DPV79 B07W883VHT B088FBYJ8R B096WVBBYW B088ZDYD7G B09W5QJFV5 B089VT2T4H B0869QTDJ9 B08B3BVKY3 B09MQTHZS5 B07LFS6Q5G B09F9CTSTQ B08H4DNJ7C B07YXRQYYL B08HVLN64W B08DHX5X84 B0BNG1CGDV B082LWQYR7 B087FNP4HS B09N6VLM45 B08R7Q6C52 B08S731STB B08DGXB619 B08SKZQN15 B09M3RYSG8 B07GDNVB3P B08XWXS97S B08G4ZFCM9 B091G9WYND,410.0,Amazon Home
AFTQN4MTJHHVFM4FEXY5KT76OY4A,B073YTW3KT,5.0,1515791780618,,0.1,AMAZON FASHION
AEY6SFMRQZ7RN2QRRERUXB24KNNA,B00MJYC8Y6,5.0,1455596915000,B006W1EV9M B000OFX1IE B0939PRMSL B00RQVDQC0,0.15,Sports & Outdoors
AEY6SFMRQZ7RN2QRRERUXB24KNNA,B0735MFQHJ,3.0,1583956338806,B006W1EV9M B000OFX1IE B0939PRMSL B00RQVDQC0 B00MJYC8Y6 B018E38KNS B018E38KM4 B07254VMRX B00YLVXR90 B017YM555Q B004NX7YHM B006U9DWVY B01NBTPHBN B073QHVZ7W B091JX3WS3 B079J19YYK B0B59G96QX,2000.0,Sports & Outdoors
AETH4FWXRDOAYEHXAIXTCNXJHJ7Q,B0028NEHMY,4.0,1612646399565,B00RNFR68O B088YKMVPB B09QXK69M6 B07CBPSFJG B06XZT8KZ1 B003WOQENI B00QU9C1O8 B07WVVV8H5 B09JC1ZC2Y B09QXHYTFB B07CJMJYF8 B002Y1WX12 B001OC6CK0 B000S0DEAA B0BXJGXVTZ,105.924,Sports & Outdoors
AHLRNWMKNL4T6CYTRVECTXK2HGWA,B0156JXF9C,5.0,1516064066910,B0BPXYV4K1 B01IR73LFS,0.5,AMAZON FASHION
AEMSAB6U4VWVVKCJATP3HJNI2DCQ,B004L98C5Q,4.0,1515713044467,B06XV8YRXY B00UO8409A,10.0,Sports & Outdoors
AGMHWXS6HWO5P76BVBJWFQORNNDQ,B00Q5878KQ,5.0,1436442926000,B07BL642QX B00J22OIR8,10000.0,Sports & Outdoors
AGMHWXS6HWO5P76BVBJWFQORNNDQ,B00811WQW0,5.0,1438724026000,B07BL642QX B00J22OIR8 B00Q5878KQ B0048HWQKS B073QR9W3N B000FGVJEA B0BFXSG8QS B008R5R7RY B00142MD62 B000AO3GES,1.23,Sports & Outdoors
AGMHWXS6HWO5P76BVBJWFQORNNDQ,B07CGXR7HD,5.0,1440168419000,B07BL642QX B00J22OIR8 B00Q5878KQ B0048HWQKS B073QR9W3N B000FGVJEA B0BFXSG8QS B008R5R7RY B00142MD62 B000AO3GES B00811WQW0 B0B3548H7C B000SPL4A2 B0C4MNRN7R B016MPX940 B0014BRW6E B00165P52Q,15.0,Sports & Outdoors
AGMHWXS6HWO5P76BVBJWFQORNNDQ,B01M3RFYXJ,5.0,1625700940996,B07BL642QX B00J22OIR8 B00Q5878KQ B0048HWQKS B073QR9W3N B000FGVJEA B0BFXSG8QS B008R5R7RY B00142MD62 B000AO3GES B00811WQW0 B0B3548H7C B000SPL4A2 B0C4MNRN7R B016MPX940 B0014BRW6E B00165P52Q B07CGXR7HD B082PX9D76 B000C17KRI B07CKNF3L8 B09BQW6H3M B005DTIKQE B005DWFVGI B001CJXB5E B004YJSD20 B001GSMJZO B003GM309W B003WOQ5KK B00BCU82F2 B001AYML7K B000G8EQFQ B0B1QWJ6K9 B00R6S76TC B01F1GZXH2 B001A1Q8LI B001CJV7AK B008R5MEZ4 B001IORDH0 B07R43MZB6 B00N3R30WC B00TU4IGL2 B0040QH4KY B0C7J13BDC B00NHPWFIU B00PUG828Q B085FN29FH B000R2LHVC B00KJGKY6K B005JAMHXO B07BKYDBZS B00INQVYZ8 B00NU9WXOY B01KLKOLSA B09VMB3ZXF B0044Q9NX6,105.924,Automotive
AFR7AEJC5ARA5O5KFD27VOZEEPVA,B003BYZ0MU,5.0,1360574981000,,200.0,Sports & Outdoors
